"A101_01","A102_01","A202_01","A202_02","A203_06","A203_05","A203_03","A203_04","A203_10","A203_01","A203_07","A203_08","A203_09","A204","A205_01","A206_01","A206_02","A206_03","A207_01","A207_02","A207_03","A207_04","A207_05","A208_01","A208_02","A208_03","A208_04","A501_01","A501_02","A501_03","A501_04","A502","A502_01","A502_02","A502_03","A502_04","A502_05","A502_06","A502_07","A502_08","A502_09","A601_01","A602","A603_01","A603_02","A603_03","A603_04","A604","A605","A702","Bula"
3,NA,40,58,2,1,3,3,1,4,3,1,4,2,NA,4,5,4,4,5,5,5,4,2,2,1,2,2,2,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1997",2,1,2,2,2,6,1,1,"RLP"
5,"Öffentliche Sicherheit!",100,99,5,4,5,5,3,4,3,2,4,2,NA,2,2,1,4,5,5,5,4,5,3,5,4,5,5,5,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1956",1,2,1,2,2,6,1,1,"RLP"
5,NA,101,101,1,1,5,3,3,4,3,2,3,2,NA,3,3,1,NA,NA,NA,NA,NA,4,1,2,1,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1969",2,2,2,2,1,6,1,1,"TH"
5,NA,101,101,5,1,5,5,1,3,1,1,5,1,"Thüringische Landeszeitung",1,3,3,NA,NA,NA,NA,NA,3,4,3,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1972",2,2,2,2,1,6,4,1,"TH"
5,"Wohnungsbau",101,100,6,3,3,6,1,5,2,5,4,1,"Allgemeine Zeitung",1,2,1,3,5,5,5,4,5,2,5,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1955",2,2,1,2,2,6,5,1,"RLP"
5,"bildung und schule",101,94,3,5,5,NA,3,3,3,2,4,2,NA,2,2,3,NA,NA,NA,NA,NA,4,3,3,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1976",2,2,1,1,2,4,1,1,"TH"
5,"Kinder, Wohnraum und Arbeitsplätze ",101,101,6,6,4,5,3,6,3,4,5,2,NA,1,1,1,NA,NA,NA,NA,NA,4,2,4,3,4,4,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1994",2,2,1,1,1,3,5,1,"TH"
4,"Klima, Hitzekonzept, Bildung",101,101,4,4,2,5,2,6,2,3,4,1,"AZ",1,1,1,5,5,5,5,5,5,1,5,1,3,3,3,3,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1965",4,2,2,2,2,4,4,1,"RLP"
4,"Gerechte Löhne ",94,100,5,5,2,4,2,6,1,4,4,2,NA,1,2,2,NA,NA,NA,NA,NA,4,3,5,3,4,4,4,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1991",2,2,1,1,2,3,5,1,"TH"
4,"Wohnraum ",89,37,2,1,4,3,3,3,2,2,4,2,NA,2,2,4,5,5,5,5,5,2,3,2,3,5,5,4,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",2,1,2,2,2,3,5,1,"RLP"
3,"Umweltschutz",28,63,3,2,3,4,3,1,3,1,4,2,NA,3,3,4,NA,NA,NA,NA,NA,4,3,2,2,2,4,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1994",1,2,1,1,2,2,4,1,"TH"
3,"Gehälterangleichung Ost und West ...Mindestlohn auf 14 Euro ",69,76,5,1,5,4,2,4,2,2,5,2,NA,4,4,4,NA,NA,NA,NA,NA,3,1,4,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1979",1,1,2,2,2,3,4,1,"TH"
5,"Wärmeplanung",94,101,5,1,2,5,1,4,3,1,3,1,"Thüringer Allgemeine ",2,1,1,NA,NA,NA,NA,NA,5,3,5,1,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1964",2,2,1,2,2,6,1,1,"TH"
3,"Zufriedenheit der Bürger soll an erster Stelle stehen, Einwohnerwohl muss über Tourismus stehen!",64,65,4,4,5,5,2,5,4,2,3,2,NA,3,3,3,5,5,5,5,5,5,3,5,4,4,3,4,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",2,2,1,2,2,6,1,1,"RLP"
4,"Gestaltung öffentlicher Räume, Schulsanierung, Regelungen Alkoholkonsum Anger",83,67,3,3,3,3,4,6,1,2,5,2,NA,5,4,4,NA,NA,NA,NA,NA,1,3,2,2,4,4,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",2,1,2,2,2,3,5,1,"TH"
4,"günstigeren ÖPNV anbieten",84,85,4,4,5,5,4,1,1,1,3,2,NA,3,4,4,3,4,4,4,4,4,3,4,3,4,4,5,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1968",2,2,1,2,2,6,5,1,"RLP"
5,"Gesundheit",101,77,4,5,4,5,3,3,1,3,5,1,"Thüringer allgemeine",3,3,2,NA,NA,NA,NA,NA,3,4,4,4,5,4,4,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1974",1,2,1,2,2,6,4,1,"TH"
5,"Bildung",100,101,1,1,6,6,3,1,4,1,6,2,NA,4,3,3,5,1,1,1,1,5,3,1,5,5,5,2,5,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1968",4,2,1,1,2,6,2,1,"RLP"
4,"Sicherheit und Vandalismus, Schule und Bildung",101,101,3,1,5,2,3,5,3,3,4,2,NA,1,5,1,NA,NA,NA,NA,NA,5,2,4,3,5,5,5,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1963",4,2,1,1,1,6,3,1,"TH"
5,"Stadt attraktiver machen (damit nicht mehr und mehr über das Internet einkaufen)",89,89,5,1,6,5,3,1,1,3,4,1,"Allgemeine Zeitung",1,2,2,5,5,5,5,5,4,4,3,4,4,4,4,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1969",2,2,1,2,2,6,3,1,"RLP"
3,"Migration",46,53,4,5,5,5,4,NA,5,4,4,2,NA,3,2,3,NA,NA,NA,NA,NA,3,3,3,3,3,5,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1983",1,2,2,2,1,6,3,1,"TH"
4,"Bildung, Vereinsförderung",41,68,3,1,4,3,3,2,2,1,3,1,"Thüringer Allgemeine",2,4,3,NA,NA,NA,NA,NA,3,3,2,3,4,3,5,4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2004",2,2,2,2,1,5,1,1,"TH"
5,"Asylbewerber ",76,82,5,5,5,5,3,5,4,4,3,1,"Thüringer Allgemeine ",2,2,4,NA,NA,NA,NA,NA,4,3,5,2,3,4,4,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1951",1,2,1,2,2,6,1,1,"TH"
5,"Mehr Rücksichtnahme auf außerhalb Wohnende",85,82,5,3,6,5,2,5,4,2,5,1,"Rhein Zeitung Öffentlicher",1,1,1,4,4,4,3,1,5,3,5,3,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1956",1,2,1,2,2,6,1,1,"RLP"
5,"Schulen/Digitalisierung",100,101,2,2,5,5,2,4,1,1,4,2,NA,2,3,3,3,3,4,5,5,5,3,5,3,5,4,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1977",2,2,1,1,2,5,5,1,"RLP"
5,"Asyl/ hohe preise / Regierung ",101,9,1,2,3,1,1,5,1,2,6,2,NA,4,4,1,NA,NA,NA,NA,NA,3,1,3,1,3,2,3,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"1961",2,1,2,2,2,6,5,1,"TH"
3,"Infrastruktur ",33,10,3,3,6,5,3,2,4,4,5,2,NA,3,4,3,3,5,5,5,5,3,1,4,1,4,4,5,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",1,NA,1,NA,1,6,1,1,"RLP"
4,"Wohnraum",85,81,3,2,5,4,3,2,3,3,4,2,NA,4,3,3,NA,NA,NA,NA,NA,3,3,3,4,4,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1986",2,2,1,1,2,2,1,1,"TH"
4," --",96,88,4,3,6,2,3,4,3,2,3,2,NA,5,3,3,NA,NA,NA,NA,NA,1,3,3,2,5,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1992",2,2,1,1,1,1,1,1,"TH"
5,"Zur Zeit die Krähenplage",100,72,5,3,1,3,3,3,3,2,6,1,"Allgemeine Zeitung",5,4,4,5,5,5,5,5,5,4,4,4,5,5,5,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1960",2,1,2,2,2,6,1,1,"RLP"
4,"Nazis",83,82,4,5,3,3,1,1,1,3,4,2,NA,2,1,2,NA,NA,NA,NA,NA,4,3,4,3,2,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1993",1,2,2,2,2,1,5,1,"TH"
5,"Klimaschutz",90,82,4,1,4,5,2,5,2,4,5,2,NA,3,4,5,4,5,5,5,5,4,3,3,4,5,5,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1993",2,2,1,2,2,2,5,1,"RLP"
4,"Verkehr, Bildung und Wohnraum ",94,101,5,5,4,4,2,4,2,2,4,1,"Allgemeine Zeitung",2,2,1,4,3,4,3,3,4,4,4,3,5,3,5,5,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",2,2,1,2,2,6,5,1,"RLP"
5,"Migration",101,101,3,3,6,5,1,4,3,3,6,2,NA,2,2,2,4,4,4,3,1,4,2,4,2,4,4,1,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1969",1,1,2,2,2,4,5,1,"RLP"
3,"Ausgaben",51,73,2,2,3,3,2,3,3,1,2,2,NA,2,4,3,4,4,4,4,4,2,2,2,3,2,2,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1981",1,2,1,2,1,4,1,1,"RLP"
5,"K.a",76,47,1,1,4,1,3,4,3,1,3,2,NA,3,4,3,NA,NA,NA,NA,NA,3,3,3,3,3,4,3,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1989",2,1,2,1,2,2,2,1,"TH"
4,"Glasfaserkabel ",73,73,4,2,6,5,3,5,3,2,NA,1,"Allgemeine Zeitung",3,4,4,5,4,4,2,3,5,5,5,2,4,4,2,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,"1970",1,2,1,2,1,6,1,1,"RLP"
4,"kotenloser Nahverkehr, jede Gemeinde muß  energietechnisch eigenständig werden (Genossenschaft)",68,69,5,5,5,5,5,5,5,5,5,1,"AZ Mainz",3,1,5,5,5,5,5,5,1,1,5,1,5,5,5,5,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1952",1,2,1,2,1,6,4,1,"RLP"
4,"Bezahlbarer Wohnraum",85,91,2,2,5,5,3,2,2,2,4,2,NA,4,3,3,NA,NA,NA,NA,NA,3,3,4,3,5,5,5,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1980",2,2,1,1,2,6,1,1,"TH"
4,"Öffentliche Verkehrsanbindung ",86,77,2,1,6,4,1,4,3,2,4,2,NA,3,2,3,3,3,5,5,4,3,4,3,4,5,5,5,5,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",2,2,1,1,2,4,2,1,"RLP"
5,"Bildung",93,94,5,2,6,5,4,1,3,2,4,1,"Thüringer Allgemeine",2,1,1,NA,NA,NA,NA,NA,4,3,3,3,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",1,2,1,2,2,5,5,1,"TH"
5,"Rechtsextremismus",91,74,2,2,3,3,1,6,1,1,4,2,NA,5,3,2,NA,NA,NA,NA,NA,3,3,3,2,4,4,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1999",2,1,2,2,2,2,5,1,"TH"
5,"Wohnungsmarkt",101,86,5,1,1,1,1,6,1,1,4,2,NA,2,4,4,4,4,5,5,5,4,3,3,3,5,5,5,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1998",2,1,2,2,2,3,5,1,"RLP"
4,"Radverkehr Kindergarten ",79,85,4,5,3,2,1,2,2,2,3,2,NA,2,1,2,5,5,5,5,5,4,2,4,3,3,4,4,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",1,2,1,1,2,4,5,1,"RLP"
4,"Personalakquirierung im Bildungswesen",80,80,5,1,3,5,3,4,2,2,4,1,"Allgemeine Zeitung ",1,3,2,5,5,5,5,5,4,3,4,4,4,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1986",2,2,1,1,2,6,5,1,"RLP"
4,"Verkehrswesen",73,66,2,3,3,1,2,4,1,1,4,2,NA,4,2,4,4,4,5,5,5,2,2,4,2,2,2,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1959",1,2,2,2,1,4,1,1,"RLP"
5,"die zu vielen Autos aus der Stadt bringen (Parkplätze Stadtrand und Park-and-ride kostenlos",97,98,5,4,6,5,4,6,3,4,4,1,"Öffentlicher Anzeiger",1,1,3,5,5,5,5,5,5,4,5,5,5,5,3,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1956",2,2,1,2,1,6,4,1,"RLP"
5,"Funktionerender ÖPNV - Bahn!",95,14,5,5,4,4,1,5,1,1,5,1,"Allgemeine Zeitung",3,3,1,3,5,5,3,4,5,2,5,3,5,5,4,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1971",1,2,1,1,2,5,5,1,"RLP"
5,"Wohnraum ",81,83,5,1,1,1,3,5,1,2,4,1,"AZ",2,2,2,5,5,5,4,4,5,3,4,2,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1953",1,2,1,2,2,6,2,1,"RLP"
5,"Wie wird in unserer Region an der Wärmestudie hinsichtlich der Anbindung an vorhandene Wärmekraftwerke gearbeitet.",101,101,1,2,6,6,1,6,3,1,6,2,NA,2,2,5,NA,NA,NA,NA,NA,5,2,5,2,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1952",1,1,2,2,2,6,1,1,"TH"
5,"Soziale Gerechtigkeit",101,90,5,4,2,4,1,5,3,1,4,1,"Thüringer Allgemeine",3,2,2,NA,NA,NA,NA,NA,4,3,4,5,4,4,4,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1979",1,2,1,1,2,2,1,1,"TH"
5,"kostenlosen bzw günstigeren ÖPNV ",100,75,5,5,1,4,3,5,1,2,2,2,NA,2,2,3,4,4,4,2,1,4,2,2,2,4,4,3,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1994",2,2,1,2,2,2,4,1,"RLP"
4,"Verkehr",95,95,6,6,5,4,2,4,2,3,4,2,NA,2,1,1,3,3,3,3,4,4,2,4,3,4,4,2,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1964",1,2,1,2,2,3,5,1,"RLP"
4,"bezahlbarer wohnraum",75,84,1,1,5,5,1,4,4,3,3,2,NA,4,4,5,3,4,4,5,4,3,4,5,4,5,4,5,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1990",2,2,1,2,2,4,5,1,"RLP"
4,"ÖPNV, Klimaschutz, Klimaanpassung",70,69,3,4,1,1,3,1,3,1,3,2,NA,2,1,1,3,5,5,5,4,3,2,2,3,1,1,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1983",2,1,2,2,2,1,3,1,"RLP"
3,"Lebenshaltungskosten",80,79,3,3,4,5,4,3,2,2,5,2,NA,3,1,1,NA,NA,NA,NA,NA,4,2,4,1,5,5,5,5,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1972",1,2,2,2,2,6,5,1,"TH"
5,"Arbeit Erhalt des ortes",100,99,3,4,5,5,3,5,3,2,5,2,NA,1,3,2,NA,NA,NA,NA,NA,5,4,5,4,5,5,5,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1966",1,NA,1,NA,NA,6,1,1,"TH"
2,"Umweltschutz hinsichtlich Pestizide in der Landwirtschaft ",39,29,2,2,5,4,1,2,1,1,2,2,NA,1,2,1,5,5,5,5,5,2,1,1,2,2,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1967",2,2,1,2,2,6,4,1,"RLP"
5,"öffentliche sicherheit",100,96,4,1,6,5,5,4,3,2,4,2,NA,3,1,1,NA,NA,NA,NA,NA,4,4,3,4,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",2,1,2,2,2,3,4,1,"TH"
5,"Klima",101,101,5,5,1,5,3,5,3,3,4,1,"AZ Mainz ",1,1,1,5,5,5,5,5,4,4,5,4,5,5,4,5,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1954",2,2,1,2,2,6,1,1,"RLP"
3,"Inklusion ",16,87,2,3,1,4,1,4,3,1,3,2,NA,5,2,1,3,4,5,5,5,2,4,1,5,3,2,1,4,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2000",2,2,2,2,1,6,1,1,"RLP"
5,"Gesundheit und Soziales,Bildung, Weiterbildung ",92,95,4,4,6,6,3,5,3,3,5,2,NA,4,2,2,5,5,5,5,5,4,4,3,4,4,4,3,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1961",2,2,1,2,2,6,1,1,"RLP"
5,"Verbesserung ÖPNV",100,92,3,4,6,2,1,4,3,1,4,2,NA,2,2,2,NA,NA,NA,NA,NA,3,2,4,2,4,3,4,5,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"1969",2,2,1,1,2,5,1,1,"TH"
3,"Glasfasernetz",87,88,5,5,6,5,3,3,3,3,2,1,"AllgemeineZeitung Mainz",2,2,2,4,4,4,4,4,4,4,4,3,2,2,4,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1973",1,2,1,1,2,5,1,1,"RLP"
5,NA,101,75,4,3,6,6,3,3,2,3,5,2,NA,2,1,1,NA,NA,NA,NA,NA,3,2,4,2,4,3,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1964",2,1,2,2,2,6,5,1,"TH"
5,"Mietpreise/Wohnungsnot",101,91,6,3,5,2,2,6,2,6,6,2,NA,1,2,2,5,5,5,5,5,4,3,4,4,5,5,5,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1981",2,1,2,2,2,6,5,1,"RLP"
4,NA,51,65,1,1,2,1,1,5,2,1,3,2,NA,4,4,2,5,4,3,5,5,3,NA,1,NA,2,2,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2003",2,2,1,2,2,2,2,1,"RLP"
4,"Kulturförderung ",73,92,1,4,1,1,1,4,3,3,4,2,NA,3,2,2,NA,NA,NA,NA,NA,4,3,4,3,4,4,5,4,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1987",1,1,2,2,2,2,5,1,"TH"
5,"Erhaltung der Grünflächen; keine Versiegelung der freien Flächen; Verschwendung von öffentlichen Geldern ",98,99,5,5,1,2,3,5,3,4,3,2,NA,1,4,2,NA,NA,NA,NA,NA,4,1,4,1,5,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1952",2,1,2,2,2,6,5,1,"TH"
5,"klimafreundlicher Um- und Ausbau von Wohn-, Wirtschafts- und Verkehrsstrukturen",101,101,5,3,3,4,3,5,2,4,5,1,"Thüringer Allgemeine ",2,2,2,NA,NA,NA,NA,NA,4,4,4,3,4,4,2,2,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1982",2,2,1,2,2,4,3,1,"TH"
5,"Klimawandel ",95,98,3,1,6,3,3,2,3,1,4,1,"Rhein-Zeitung ",3,3,4,4,5,5,5,5,4,4,5,4,5,5,4,5,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"1965",2,2,1,2,2,6,1,1,"RLP"
5,"Transparenz ",79,89,2,3,5,4,1,4,2,4,4,2,NA,2,3,2,4,4,5,5,5,4,2,4,2,2,2,1,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",2,NA,1,NA,NA,6,1,1,"RLP"
5,"infrastruktur",75,62,3,2,5,3,4,2,4,2,5,2,NA,3,4,2,NA,NA,NA,NA,NA,2,1,4,1,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1954",1,2,1,2,2,6,5,1,"TH"
3,NA,59,69,1,1,3,5,1,1,1,1,4,2,"Keine ",3,3,3,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1964",2,1,2,2,2,6,5,1,"TH"
4,"Verkehr",79,101,5,4,1,5,1,3,1,1,3,2,NA,1,1,1,3,4,4,2,1,4,2,4,2,3,3,3,3,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1944",1,NA,1,NA,NA,6,2,1,"RLP"
5,"Sicherheit Migration Gesundheitswesen ",100,101,6,5,2,5,2,2,2,2,4,1,"Bild",1,1,1,NA,NA,NA,NA,NA,3,1,3,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",2,NA,1,NA,NA,6,5,1,"TH"
4,"Bildungssystem, Lehrermangel, Art des Unterrichts, Angebote",60,62,2,4,5,5,2,2,2,2,4,2,NA,4,3,4,NA,NA,NA,NA,NA,2,4,2,2,4,4,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1970",2,2,1,1,2,6,3,1,"TH"
5,"Flüchtlinge ",100,101,5,5,5,5,1,3,1,1,6,1,"Allgemeine Zeitung mainz",3,3,3,5,5,5,5,5,5,2,5,1,1,1,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1946",2,NA,1,NA,NA,6,4,1,"RLP"
5,"Die Schaffung größerer Verwaltungseinheiten, weniger Provinfürsten",101,101,6,2,6,5,3,3,3,2,4,1,"Allgemeine Zeitung der VRM-Gruppe ",2,1,2,4,4,4,5,5,5,1,5,2,3,1,2,4,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1964",1,NA,1,NA,1,5,1,1,"RLP"
5,"wohnraum",98,100,1,1,4,6,3,2,3,1,5,2,NA,3,3,1,5,5,5,5,5,4,2,5,2,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1953",2,1,2,2,2,3,2,1,"RLP"
4,"Straßen,  Infrastruktur ",81,61,5,2,5,5,5,6,4,3,4,1,"Öffentlich er Anzeiger ",2,1,1,5,4,5,5,4,4,3,5,3,3,4,2,4,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"1959",2,2,1,2,2,5,1,1,"RLP"
3,"Bildung",86,100,3,4,1,5,3,2,3,2,2,2,NA,2,2,2,5,5,5,5,5,3,4,3,4,4,4,4,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1948",1,2,1,2,2,6,1,1,"RLP"
4,"Inflation",74,75,3,1,5,5,3,5,2,2,4,2,NA,4,3,2,NA,NA,NA,NA,NA,4,1,3,1,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1973",1,2,1,2,2,6,4,1,"TH"
4,"Bessere Straßen ",57,62,3,3,3,3,3,3,3,3,3,2,NA,3,3,3,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",1,2,1,2,2,6,1,1,"TH"
5,"Parkplatzprobleme, Straßensanierung",101,101,4,2,6,4,4,6,3,2,5,2,NA,5,3,4,5,4,4,5,3,5,3,5,4,5,5,5,5,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1966",1,2,1,2,1,6,1,1,"RLP"
4,"Rechtsextremismus",28,101,2,6,6,3,1,2,1,1,4,2,NA,2,5,4,NA,NA,NA,NA,NA,4,1,4,1,1,1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1988",1,2,1,2,2,4,5,1,"TH"
5,"Erhalt der Infrastruktur ",100,101,4,5,6,6,3,4,4,2,5,2,NA,3,2,2,3,3,2,2,2,5,4,5,4,4,3,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",2,2,1,1,2,3,1,1,"RLP"
4,"Klimawandel ",101,101,5,4,6,4,1,6,1,4,4,1,"Allgemeine Zeitung Alzey",3,1,1,5,5,5,5,5,3,3,3,4,4,4,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1972",1,2,1,2,2,5,3,1,"RLP"
